IdAlumno,Nivel_academico,Facultad,Grado,Sede,Sexo,Promedio_final,Creditos_acumulados,Anio_matricula,Anio_tramite,Tipo_estudio,Fecha_egreso,Anio_egreso,Semestre_egreso
1,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.97,72,2017,2022,REGULAR,2022-01-04,2022,20221
2,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.07,72,2017,2021,ITINERANTE,2021-06-25,2021,20211
3,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.49,72,2017,2022,REGULAR,2022-06-15,2022,20221
4,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.13,72,2017,2022,REGULAR,2022-06-22,2022,20221
5,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.07,72,2017,2022,ITINERANTE,2022-11-15,2022,20222
6,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.39,72,2017,2021,ITINERANTE,2021-11-24,2021,20212
7,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.04,72,2017,2022,REGULAR,2022-03-17,2022,20221
8,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.4,72,2017,2022,ITINERANTE,2022-03-04,2022,20221
9,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,13.0,72,2017,2022,REGULAR,2022-06-16,2022,20221
10,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.26,72,2017,2021,ITINERANTE,2021-12-17,2021,20212
11,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,18.14,72,2017,2020,REGULAR,2020-11-12,2020,20202
12,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.94,72,2017,2023,ITINERANTE,2023-04-26,2023,20231
13,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.69,72,2017,2021,ITINERANTE,2021-09-28,2021,20212
14,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.51,72,2017,2023,ITINERANTE,2023-05-24,2023,20231
15,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.33,72,2017,2023,ITINERANTE,2023-05-11,2023,20231
16,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.17,72,2017,2021,ITINERANTE,2021-09-28,2021,20212
17,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.47,72,2017,2021,ITINERANTE,2021-06-25,2021,20211
18,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.5,72,2017,2023,ITINERANTE,2023-05-24,2023,20231
19,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.33,72,2017,2022,ITINERANTE,2022-02-10,2022,20221
20,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.88,72,2017,2022,ITINERANTE,2022-06-14,2022,20221
21,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.21,72,2017,2021,ITINERANTE,2021-09-28,2021,20212
22,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.18,72,2017,2021,ITINERANTE,2021-09-28,2021,20212
23,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.09,72,2011,2022,REGULAR,2022-08-19,2022,20222
24,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.21,72,2017,2022,ITINERANTE,2022-06-28,2022,20221
25,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.96,72,2017,2021,ITINERANTE,2021-12-17,2021,20212
26,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.39,72,2017,2022,REGULAR,2022-06-22,2022,20221
27,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.01,72,2017,2024,ITINERANTE,2024-04-09,2024,20241
28,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.17,72,2017,2021,ITINERANTE,2021-08-20,2021,20212
29,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.86,72,2017,2022,REGULAR,2022-06-08,2022,20221
30,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.14,72,2017,2023,ITINERANTE,2023-06-14,2023,20231
31,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.82,72,2017,2022,ITINERANTE,2022-08-02,2022,20222
32,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.71,72,2017,2021,REGULAR,2021-07-15,2021,20212
33,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.29,72,2017,2021,ITINERANTE,2021-06-25,2021,20211
34,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.1,72,2017,2021,ITINERANTE,2021-06-25,2021,20211
35,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.88,72,2017,2022,ITINERANTE,2022-01-28,2022,20221
36,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,14.92,72,2016,2020,SEMIPRESENCIAL,2020-12-17,2020,20202
37,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.13,72,2017,2021,ITINERANTE,2021-09-28,2021,20212
38,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.28,72,2017,2022,ITINERANTE,2022-08-16,2022,20222
39,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.11,72,2017,2022,ITINERANTE,2022-07-27,2022,20222
40,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,15.19,72,2016,2022,REGULAR,2022-09-28,2022,20222
41,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.63,72,2017,2021,REGULAR,2021-05-06,2021,20211
42,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.36,72,2004,2022,REGULAR,2022-02-14,2022,20221
43,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.27,52,2018,2023,REGULAR,2023-05-11,2023,20231
44,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.4,52,2018,2021,REGULAR,2021-02-19,2021,20211
45,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.37,52,2019,2021,REGULAR,2021-02-19,2021,20211
46,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.58,52,2019,2020,REGULAR,2020-12-28,2020,20202
47,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,14.62,52,2018,2021,REGULAR,2021-02-19,2021,20211
48,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,15.56,52,2019,2021,REGULAR,2021-01-22,2021,20211
49,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.25,52,2019,2020,REGULAR,2020-12-30,2020,20202
50,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.38,52,2014,2020,SEMIPRESENCIAL,2020-12-10,2020,20202
51,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.5,52,2019,2021,REGULAR,2021-02-19,2021,20211
52,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.87,52,2019,2021,REGULAR,2021-02-19,2021,20211
53,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.08,52,2019,2022,SEMIPRESENCIAL,2022-12-29,2022,20222
54,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.98,52,2019,2021,REGULAR,2021-02-19,2021,20211
55,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.35,52,2019,2021,REGULAR,2021-03-30,2021,20211
56,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.0,52,2019,2021,SEMIPRESENCIAL,2021-04-12,2021,20211
57,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.08,52,2019,2021,SEMIPRESENCIAL,2021-06-25,2021,20211
58,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.71,52,2019,2021,SEMIPRESENCIAL,2021-01-27,2021,20211
59,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.96,52,2019,2023,REGULAR,2023-07-07,2023,20232
60,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.63,52,2019,2022,SEMIPRESENCIAL,2022-03-09,2022,20221
61,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.62,52,2019,2021,SEMIPRESENCIAL,2021-04-07,2021,20211
62,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.79,52,2019,2024,SEMIPRESENCIAL,2024-02-05,2024,20241
63,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.02,52,2019,2021,REGULAR,2021-02-19,2021,20211
64,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.0,52,2019,2020,SEMIPRESENCIAL,2020-12-15,2020,20202
65,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.06,52,2019,2021,SEMIPRESENCIAL,2021-01-18,2021,20211
66,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.08,52,2019,2021,REGULAR,2021-10-06,2021,20212
67,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.98,52,2019,2021,SEMIPRESENCIAL,2021-11-29,2021,20212
68,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.58,52,2018,2023,REGULAR,2023-11-20,2023,20232
69,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.67,52,2019,2021,REGULAR,2021-02-19,2021,20211
70,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.19,52,2019,2023,SEMIPRESENCIAL,2023-02-28,2023,20231
71,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.29,52,2019,2021,REGULAR,2021-02-19,2021,20211
72,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.83,52,2019,2021,REGULAR,2021-02-19,2021,20211
73,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.25,52,2019,2021,REGULAR,2021-02-04,2021,20211
74,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.0,64,2004,2022,REGULAR,2022-01-04,2022,20221
75,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.58,52,2019,2021,REGULAR,2021-02-19,2021,20211
76,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.04,52,2019,2021,REGULAR,2021-02-19,2021,20211
77,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.96,52,2019,2021,REGULAR,2021-02-19,2021,20211
78,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.23,52,2019,2021,REGULAR,2021-06-21,2021,20211
79,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.27,52,2019,2021,SEMIPRESENCIAL,2021-05-24,2021,20211
80,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.5,52,2019,2021,REGULAR,2021-02-19,2021,20211
81,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.21,52,2019,2021,REGULAR,2021-02-19,2021,20211
82,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.88,52,2019,2021,SEMIPRESENCIAL,2021-02-01,2021,20211
83,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.48,52,2019,2021,REGULAR,2021-02-19,2021,20211
84,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.42,52,2019,2021,REGULAR,2021-02-19,2021,20211
85,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.35,52,2019,2021,REGULAR,2021-02-19,2021,20211
86,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.79,52,2019,2021,SEMIPRESENCIAL,2021-02-02,2021,20211
87,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.87,52,2019,2021,REGULAR,2021-02-19,2021,20211
88,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,18.83,52,2019,2021,REGULAR,2021-02-19,2021,20211
89,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.13,52,2019,2021,REGULAR,2021-02-19,2021,20211
90,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.13,52,2017,2021,REGULAR,2021-02-19,2021,20211
91,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.71,52,2019,2021,REGULAR,2021-02-19,2021,20211
92,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,15.75,52,2018,2022,REGULAR,2022-05-25,2022,20221
93,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.33,52,2018,2021,REGULAR,2021-02-19,2021,20211
94,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.98,52,2018,2021,REGULAR,2021-01-29,2021,20211
95,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.63,52,2019,2021,REGULAR,2021-02-19,2021,20211
96,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.02,52,2019,2021,REGULAR,2021-02-19,2021,20211
97,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.13,52,2018,2021,REGULAR,2021-01-29,2021,20211
98,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.69,52,2019,2021,REGULAR,2021-02-19,2021,20211
99,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.87,52,2018,2021,REGULAR,2021-10-18,2021,20212
100,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.56,52,2018,2021,REGULAR,2021-01-29,2021,20211
101,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.02,52,2019,2021,REGULAR,2021-02-19,2021,20211
102,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.04,52,2019,2021,REGULAR,2021-02-19,2021,20211
103,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.71,52,2019,2021,REGULAR,2021-02-19,2021,20211
104,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.77,52,2019,2021,REGULAR,2021-09-22,2021,20212
105,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,15.37,52,2019,2020,REGULAR,2020-10-05,2020,20202
106,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.08,52,2019,2021,REGULAR,2021-02-19,2021,20211
107,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,15.85,52,2019,2021,REGULAR,2021-02-19,2021,20211
108,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.21,52,2019,2021,REGULAR,2021-02-19,2021,20211
109,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.71,52,2019,2021,REGULAR,2021-02-19,2021,20211
110,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.44,52,2019,2021,REGULAR,2021-02-19,2021,20211
111,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,15.54,52,2019,2021,REGULAR,2021-02-19,2021,20211
112,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.17,52,2019,2021,REGULAR,2021-02-19,2021,20211
113,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.77,52,2019,2021,REGULAR,2021-02-19,2021,20211
114,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.65,52,2019,2021,REGULAR,2021-02-19,2021,20211
115,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.94,52,2019,2021,REGULAR,2021-02-19,2021,20211
116,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.31,52,2019,2021,REGULAR,2021-02-19,2021,20211
117,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.69,52,2019,2021,REGULAR,2021-02-19,2021,20211
118,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.88,52,2019,2021,REGULAR,2021-01-29,2021,20211
119,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.44,52,2019,2021,REGULAR,2021-06-24,2021,20211
120,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.33,52,2019,2021,REGULAR,2021-01-21,2021,20211
121,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.37,52,2019,2023,REGULAR,2023-05-02,2023,20231
122,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.38,52,2019,2021,REGULAR,2021-02-04,2021,20211
123,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.79,52,2017,2021,REGULAR,2021-02-19,2021,20211
124,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.37,52,2017,2021,REGULAR,2021-02-19,2021,20211
125,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.79,52,2019,2021,REGULAR,2021-02-04,2021,20211
126,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.94,52,2019,2021,REGULAR,2021-02-18,2021,20211
127,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.31,52,2019,2022,REGULAR,2022-12-29,2022,20222
128,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.12,52,2019,2021,REGULAR,2021-06-08,2021,20211
129,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.63,52,2019,2022,REGULAR,2022-01-04,2022,20221
130,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.83,52,2019,2021,REGULAR,2021-02-19,2021,20211
131,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.79,52,2019,2021,REGULAR,2021-01-14,2021,20211
132,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.56,52,2019,2021,REGULAR,2021-02-19,2021,20211
133,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.79,52,2019,2021,REGULAR,2021-02-19,2021,20211
134,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.96,52,2019,2021,REGULAR,2021-02-19,2021,20211
135,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.87,52,2019,2021,REGULAR,2021-02-19,2021,20211
136,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.21,52,2019,2021,REGULAR,2021-02-19,2021,20211
137,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.1,52,2019,2022,REGULAR,2022-06-09,2022,20221
138,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,15.92,52,2019,2021,REGULAR,2021-02-19,2021,20211
139,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,15.6,52,2019,2020,REGULAR,2020-12-15,2020,20202
140,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.5,52,2019,2020,REGULAR,2020-12-17,2020,20202
141,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,14.83,52,2019,2021,REGULAR,2021-02-19,2021,20211
142,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.81,52,2019,2021,REGULAR,2021-02-19,2021,20211
143,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.0,52,2019,2020,REGULAR,2020-11-10,2020,20202
144,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.62,52,2019,2021,REGULAR,2021-02-19,2021,20211
145,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.85,52,2018,2021,REGULAR,2021-02-19,2021,20211
146,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,17.02,52,2019,2021,REGULAR,2021-01-27,2021,20211
147,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.9,52,2019,2020,REGULAR,2020-12-03,2020,20202
148,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.17,52,2019,2020,REGULAR,2020-12-15,2020,20202
149,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,15.9,52,2019,2021,REGULAR,2021-02-18,2021,20211
150,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.46,52,2019,2021,REGULAR,2021-01-27,2021,20211
151,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Masculino,16.96,52,2019,2020,REGULAR,2020-11-12,2020,20202
152,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.31,52,2019,2021,REGULAR,2021-02-19,2021,20211
153,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.4,52,2019,2021,REGULAR,2021-06-08,2021,20211
154,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.69,52,2018,2021,REGULAR,2021-02-19,2021,20211
155,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.15,52,2019,2021,REGULAR,2021-03-01,2021,20211
156,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.12,52,2017,2021,REGULAR,2021-02-19,2021,20211
157,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.56,52,2019,2021,REGULAR,2021-01-18,2021,20211
158,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.38,52,2019,2021,REGULAR,2021-01-22,2021,20211
159,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.94,52,2019,2021,REGULAR,2021-02-19,2021,20211
160,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.87,52,2019,2021,REGULAR,2021-04-29,2021,20211
161,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.38,52,2019,2021,REGULAR,2021-02-19,2021,20211
162,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,17.19,52,2019,2024,REGULAR,2024-02-19,2024,20241
163,POSGRADO,ESCUELA DE POSGRADO WALTER PEINADO,EGRESADO,LA MOLINA,Femenino,16.85,52,2019,2024,REGULAR,2024-02-19,2024,20241
